case_id,TransactionID
CC-0103,3009937
CC-0103,3009937.0
CC-0104,3007244
CC-0104,3007244.0
CC-0105,3006763
CC-0105,3006763.0
CC-0106,3007053
CC-0106,3007053.0
CC-0107,3006794
CC-0107,3008592
CC-0107,3006794.0
CC-0108,3007044
CC-0108,3007399
CC-0108,3008926
CC-0108,3007044.0
CC-0109,3003071
CC-0109,3003075
CC-0109,3003320
CC-0109,3008965
CC-0109,3003071.0
CC-0110,3011067
CC-0110,3011067.0
CC-0111,3011102
CC-0112,3009177
CC-0112,3009177.0
CC-0113,3009654
CC-0113,3009915
CC-0113,3010101
CC-0113,3009654.0
CC-0114,3006484
CC-0114,3006490
CC-0114,3008929
CC-0114,3006484.0
CC-0115,3010439
CC-0115,3010439.0
CC-0116,3011782
CC-0117,3009933
CC-0117,3009933.0
CC-0118,3003589
CC-0118,3006216
CC-0118,3006218
CC-0118,3006841
CC-0118,3007047
CC-0118,3009082
CC-0118,3009582
CC-0118,3010271
CC-0118,3010597
CC-0118,3010612
CC-0118,3003589.0
CC-0119,3008565
CC-0119,3008565.0
CC-0120,3011959
CC-0121,3000987
CC-0121,3001956
CC-0121,3002701
CC-0121,3003925
CC-0121,3005620
CC-0121,3005655
CC-0121,3006995
CC-0121,3008896
CC-0121,3009065
CC-0121,3009193
CC-0121,3011530
CC-0121,3000987.0
CC-0122,3000003
CC-0122,3000004
CC-0122,3000018
CC-0122,3000184
CC-0122,3000192
CC-0122,3000195
CC-0122,3000247
CC-0122,3000250
CC-0122,3001605
CC-0122,3002036
CC-0122,3002049
CC-0122,3002470
CC-0122,3002968
CC-0122,3004811
CC-0122,3004814
CC-0122,3004975
CC-0122,3004986
CC-0122,3004993
CC-0122,3006488
CC-0122,3006669
CC-0122,3006678
CC-0122,3006716
CC-0122,3008147
CC-0122,3009546
CC-0122,3009550
CC-0122,3010532
CC-0122,3000003.0
CC-0123,3010596
CC-0123,3010596.0
CC-0124,3001781
CC-0124,3004827
CC-0124,3005102
CC-0124,3005319
CC-0124,3010794
CC-0124,3001781.0
CC-0125,3013020
CC-0126,3007920
CC-0126,3012310
CC-0126,3007920.0
CC-0127,3008943
CC-0127,3009007
CC-0127,3008943.0
CC-0128,3006300
CC-0128,3006319
CC-0128,3006370
CC-0128,3009164
CC-0128,3010670
CC-0128,3006300.0
CC-0129,3012058
CC-0129,3012058.0
CC-0130,3013144
CC-0131,3012049
CC-0131,3012141
CC-0131,3012049.0
CC-0132,3010098
CC-0132,3010183
CC-0132,3010098.0
CC-0133,3010265
CC-0133,3011064
CC-0133,3011784
CC-0133,3010265.0
CC-0134,3010896
CC-0134,3010896.0
CC-0135,3000443
CC-0135,3000447
CC-0135,3001402
CC-0135,3008139
CC-0135,3009085
CC-0135,3012311
CC-0135,3012373
CC-0135,3012385
CC-0135,3000443.0
CC-0136,3007069
CC-0136,3008456
CC-0136,3008469
CC-0136,3010884
CC-0136,3007069.0
CC-0137,3000196
CC-0137,3003954
CC-0137,3009763
CC-0137,3009897
CC-0137,3009912
CC-0137,3000196.0
CC-0138,3013442
CC-0139,3011661
CC-0139,3011661.0
CC-0140,3012366
CC-0140,3012366.0
CC-0141,3001763
CC-0141,3006168
CC-0141,3009906
CC-0141,3013608
CC-0141,3001763.0
CC-0142,3013367
CC-0142,3013367.0
CC-0143,3010171
CC-0143,3010171.0
CC-0144,3013652
CC-0144,3013652.0
CC-0145,3008038
CC-0145,3009645
CC-0145,3010562
CC-0145,3012772
CC-0145,3012779
CC-0145,3008038.0
CC-0146,3010417
CC-0146,3010417.0
CC-0147,3003711
CC-0147,3003833
CC-0147,3004555
CC-0147,3011026
CC-0147,3003711.0
CC-0148,3011148
CC-0148,3011148.0
CC-0149,3013918
CC-0150,3013327
CC-0150,3013327.0
CC-0151,3012259
CC-0151,3012321
CC-0151,3012324
CC-0151,3012349
CC-0151,3012362
CC-0151,3013605
CC-0151,3012259.0
CC-0152,3014083
CC-0152,3014516
CC-0152,3014562
CC-0152,3014083.0
CC-0153,3000050
CC-0153,3000106
CC-0153,3001568
CC-0153,3001586
CC-0153,3003219
CC-0153,3003250
CC-0153,3005568
CC-0153,3005608
CC-0153,3007588
CC-0153,3008131
CC-0153,3008679
CC-0153,3008740
CC-0153,3008811
CC-0153,3008828
CC-0153,3008839
CC-0153,3009139
CC-0153,3009170
CC-0153,3009210
CC-0153,3009257
CC-0153,3009761
CC-0153,3011072
CC-0153,3000050.0
CC-0154,3012749
CC-0154,3012749.0
CC-0155,3010908
CC-0155,3010908.0
CC-0156,3012817
CC-0156,3012817.0
CC-0157,3011384
CC-0157,3011384.0
CC-0158,3012334
CC-0158,3012334.0
CC-0159,3013882
CC-0159,3013882.0
CC-0160,3010994
CC-0160,3010994.0
CC-0161,3014874
CC-0161,3014874.0
CC-0162,3013315
CC-0162,3013321
CC-0162,3013315.0
CC-0163,3014714
CC-0163,3014714.0
CC-0164,3013363
CC-0164,3013390
CC-0164,3013363.0
CC-0165,3014561
CC-0166,3015854
CC-0166,3015854.0
CC-0167,3011326
CC-0167,3013878
CC-0167,3011326.0
CC-0168,3011876
CC-0168,3011876.0
CC-0169,3010863
CC-0169,3015795
CC-0169,3010863.0
CC-0170,3014716
CC-0171,3015501
CC-0171,3015501.0
CC-0172,3012224
CC-0172,3012224.0
CC-0173,3016376
CC-0173,3016376.0
CC-0174,3014786
CC-0174,3014786.0
CC-0175,3016060
CC-0176,3011851
CC-0176,3011917
CC-0176,3015709
CC-0176,3015858
CC-0176,3011851.0
CC-0177,3015024
CC-0177,3015237
CC-0177,3015860
CC-0177,3015024.0
CC-0178,3013648
CC-0178,3013648.0
CC-0179,3012288
CC-0179,3012288.0
CC-0180,3016685
CC-0181,3016271
CC-0181,3016271.0
CC-0182,3017090
CC-0183,3015640
CC-0183,3015640.0
CC-0184,3012882
CC-0184,3012889
CC-0184,3014312
CC-0184,3016375
CC-0184,3012882.0
CC-0185,3012859
CC-0185,3012859.0
CC-0186,3015808
CC-0186,3015808.0
CC-0187,3014037
CC-0187,3014037.0
CC-0188,3013716
CC-0188,3013725
CC-0188,3013735
CC-0188,3013716.0
CC-0189,3017211
CC-0190,3014478
CC-0190,3014478.0
CC-0191,3014783
CC-0191,3014783.0
CC-0192,3015557
CC-0192,3015557.0
CC-0193,3015674
CC-0193,3015674.0
CC-0194,3015051
CC-0194,3015051.0
CC-0195,3017328
CC-0195,3017328.0
CC-0196,3018128
CC-0197,3014411
CC-0197,3014411.0
CC-0198,3017880
CC-0199,3017195
CC-0199,3017199
CC-0199,3017195.0
CC-0200,3006024
CC-0200,3009500
CC-0200,3009620
CC-0200,3015717
CC-0200,3015853
CC-0200,3006024.0
CC-0201,3016131
CC-0201,3017425
CC-0201,3016131.0
CC-0202,3017359
CC-0202,3017380
CC-0202,3017359.0
CC-0203,3012955
CC-0203,3014799
CC-0203,3012955.0
CC-0204,3015025
CC-0204,3015025.0
CC-0205,3016269
CC-0205,3016789
CC-0205,3016269.0
CC-0206,3017337
CC-0206,3017337.0
CC-0207,3015079
CC-0207,3015079.0
CC-0208,3019187
CC-0209,3015213
CC-0209,3015829
CC-0209,3015213.0
CC-0210,3019445
CC-0211,3011540
CC-0211,3011564
CC-0211,3018493
CC-0211,3011540.0
CC-0212,3018685
CC-0212,3018685.0
CC-0213,3018631
CC-0213,3019317
CC-0213,3018631.0
CC-0214,3020134
CC-0214,3020134.0
CC-0215,3020232
CC-0215,3020232.0
CC-0216,3018129
CC-0216,3018129.0
CC-0217,3018758
CC-0217,3018758.0
CC-0218,3020148
CC-0218,3020148.0
CC-0219,3020422
CC-0220,3017705
CC-0220,3017705.0
CC-0221,3017516
CC-0221,3017516.0
CC-0222,3020654
CC-0223,3008217
CC-0223,3008237
CC-0223,3008575
CC-0223,3009966
CC-0223,3016957
CC-0223,3008217.0
CC-0224,3020285
CC-0225,3018749
CC-0225,3018749.0
CC-0226,3001580
CC-0226,3006078
CC-0226,3006088
CC-0226,3008495
CC-0226,3015345
CC-0226,3015406
CC-0226,3018146
CC-0226,3001580.0
CC-0227,3020349
CC-0227,3020349.0
CC-0228,3017400
CC-0228,3019089
CC-0228,3019133
CC-0228,3019259
CC-0228,3019376
CC-0228,3019785
CC-0228,3019804
CC-0228,3019958
CC-0228,3019965
CC-0228,3020011
CC-0228,3020021
CC-0228,3017400.0
CC-0229,3021125
CC-0230,3010108
CC-0230,3012793
CC-0230,3019186
CC-0230,3010108.0
CC-0231,3020692
CC-0231,3020692.0
CC-0232,3018241
CC-0232,3018273
CC-0232,3018312
CC-0232,3018315
CC-0232,3018430
CC-0232,3018241.0
CC-0233,3017915
CC-0233,3017915.0
CC-0234,3021425
CC-0235,3020586
CC-0235,3020624
CC-0235,3020586.0
CC-0236,3019066
CC-0236,3021250
CC-0236,3019066.0
CC-0237,3015540
CC-0237,3018609
CC-0237,3015540.0
CC-0238,3005074
CC-0238,3008451
CC-0238,3014534
CC-0238,3014608
CC-0238,3014682
CC-0238,3015252
CC-0238,3015319
CC-0238,3015399
CC-0238,3016560
CC-0238,3017828
CC-0238,3017836
CC-0238,3005074.0
CC-0239,3021887
CC-0240,3017132
CC-0240,3020865
CC-0240,3017132.0
CC-0241,3020576
CC-0241,3020578
CC-0241,3020576.0
CC-0242,3021128
CC-0242,3021128.0
CC-0243,3016079
CC-0243,3016080
CC-0243,3016472
CC-0243,3016483
CC-0243,3017821
CC-0243,3016079.0
CC-0244,3021039
CC-0244,3021039.0
CC-0245,3021843
CC-0245,3021843.0
CC-0246,3019370
CC-0246,3019370.0
CC-0247,3020434
CC-0247,3020434.0
CC-0248,3021812
CC-0249,3022604
CC-0249,3022619
CC-0249,3022632
CC-0249,3022604.0
CC-0250,3018959
CC-0250,3021896
CC-0250,3018959.0
CC-0251,3018221
CC-0251,3018221.0
CC-0252,3022091
CC-0253,3019623
CC-0253,3019623.0
CC-0254,3008657
CC-0254,3011862
CC-0254,3016234
CC-0254,3017580
CC-0254,3017620
CC-0254,3021233
CC-0254,3008657.0
CC-0255,3014915
CC-0255,3014994
CC-0255,3018610
CC-0255,3019093
CC-0255,3019154
CC-0255,3019614
CC-0255,3022316
CC-0255,3014915.0
CC-0256,3021528
CC-0256,3021559
CC-0256,3021528.0
CC-0257,3019389
CC-0257,3019389.0
CC-0258,3019714
CC-0258,3019714.0
CC-0259,3023480
CC-0260,3024000
CC-0261,3023710
CC-0262,3022355
CC-0262,3022355.0
CC-0263,3020849
CC-0263,3020849.0
CC-0264,3023797
CC-0265,3023311
CC-0266,3024170
CC-0266,3024170.0
CC-0267,3024590
CC-0268,3020024
CC-0268,3020024.0
CC-0269,3024461
CC-0270,3023542
CC-0271,3024489
CC-0272,3021927
CC-0272,3021927.0
CC-0273,3014296
CC-0273,3016478
CC-0273,3021713
CC-0273,3014296.0
CC-0274,3021495
CC-0274,3021498
CC-0274,3023783
CC-0274,3023800
CC-0274,3021495.0
CC-0275,3023399
CC-0275,3023399.0
CC-0276,3016231
CC-0276,3023566
CC-0276,3023570
CC-0276,3016231.0
CC-0277,3021740
CC-0277,3021740.0
CC-0278,3023205
CC-0278,3023205.0
CC-0279,3023648
CC-0279,3024089
CC-0279,3023648.0
CC-0280,3022262
CC-0280,3022262.0
CC-0281,3024726
CC-0282,3022971
CC-0282,3024760
CC-0282,3022971.0
CC-0283,3023529
CC-0283,3023529.0
CC-0284,3021611
CC-0284,3021658
CC-0284,3021611.0
CC-0285,3018930
CC-0285,3023427
CC-0285,3023496
CC-0285,3023533
CC-0285,3023609
CC-0285,3018930.0
CC-0286,3022389
CC-0286,3023667
CC-0286,3022389.0
CC-0287,3023281
CC-0287,3023281.0
CC-0288,3020382
CC-0288,3022648
CC-0288,3020382.0
CC-0289,3024924
CC-0289,3024924.0
CC-0290,3009374
CC-0290,3011289
CC-0290,3015408
CC-0290,3015422
CC-0290,3017329
CC-0290,3020058
CC-0290,3022349
CC-0290,3023880
CC-0290,3009374.0
CC-0291,3022078
CC-0291,3024175
CC-0291,3022078.0
CC-0292,3025452
CC-0293,3018827
CC-0293,3021900
CC-0293,3018827.0
CC-0294,3022279
CC-0294,3022279.0
CC-0295,3024693
CC-0295,3024727
CC-0295,3024693.0
CC-0296,3026023
CC-0297,3022248
CC-0297,3022248.0
CC-0298,3026984
CC-0298,3026984.0
CC-0299,3026197
CC-0300,3027653
CC-0301,3026849
CC-0302,3024215
CC-0302,3024215.0
CC-0303,3025127
CC-0303,3025127.0
CC-0304,3022765
CC-0304,3022765.0
CC-0305,3017193
CC-0305,3020833
CC-0305,3022405
CC-0305,3022983
CC-0305,3017193.0
CC-0306,3026352
CC-0306,3026352.0
CC-0307,3024247
CC-0307,3024247.0
CC-0308,3027882
CC-0309,3027037
CC-0309,3027037.0
CC-0310,3027813
CC-0310,3027929
CC-0310,3027813.0
CC-0311,3024122
CC-0311,3024122.0
CC-0312,3024079
CC-0312,3024093
CC-0312,3024126
CC-0312,3024079.0
CC-0313,3025150
CC-0313,3025150.0
CC-0314,3028382
CC-0314,3028382.0
CC-0315,3028428
CC-0316,3026149
CC-0316,3026149.0
CC-0317,3027987
CC-0318,3028543
CC-0319,3028034
CC-0319,3028034.0
CC-0320,3026212
CC-0320,3026212.0
CC-0321,3024869
CC-0321,3024869.0
CC-0322,3021279
CC-0322,3027797
CC-0322,3027830
CC-0322,3021279.0
CC-0323,3024328
CC-0323,3028154
CC-0323,3024328.0
CC-0324,3024554
CC-0324,3024554.0
CC-0325,3028532
CC-0325,3028532.0
CC-0326,3028017
CC-0326,3028017.0
CC-0327,3025619
CC-0327,3025619.0
CC-0328,3016942
CC-0328,3017315
CC-0328,3018566
CC-0328,3020310
CC-0328,3026538
CC-0328,3016942.0
CC-0329,3027363
CC-0329,3027401
CC-0329,3027363.0
CC-0330,3027435
CC-0330,3027435.0
CC-0331,3010909
CC-0331,3010931
CC-0331,3010934
CC-0331,3011272
CC-0331,3012746
CC-0331,3012770
CC-0331,3013205
CC-0331,3013937
CC-0331,3013982
CC-0331,3015426
CC-0331,3015485
CC-0331,3016031
CC-0331,3019489
CC-0331,3022828
CC-0331,3022878
CC-0331,3024107
CC-0331,3025242
CC-0331,3010909.0
CC-0332,3027057
CC-0332,3027057.0
CC-0333,3020863
CC-0333,3022390
CC-0333,3024675
CC-0333,3027059
CC-0333,3027064
CC-0333,3020863.0
CC-0334,3013573
CC-0334,3016251
CC-0334,3016314
CC-0334,3017486
CC-0334,3021897
CC-0334,3022340
CC-0334,3025192
CC-0334,3025256
CC-0334,3013573.0
CC-0335,3026055
CC-0335,3026055.0
CC-0336,3029190
CC-0336,3029190.0
CC-0337,3028697
CC-0337,3028697.0
CC-0338,3028921
CC-0339,3029100
CC-0340,3027478
CC-0340,3027478.0
CC-0341,3025576
CC-0341,3025576.0
CC-0342,3020499
CC-0342,3026321
CC-0342,3026347
CC-0342,3020499.0
CC-0343,3015019
CC-0343,3016184
CC-0343,3016214
CC-0343,3016223
CC-0343,3022222
CC-0343,3026725
CC-0343,3026749
CC-0343,3027125
CC-0343,3027151
CC-0343,3015019.0
CC-0344,3030396
CC-0345,3030424
CC-0346,3028407
CC-0346,3028407.0
CC-0347,3023252
CC-0347,3023256
CC-0347,3023259
CC-0347,3027937
CC-0347,3027978
CC-0347,3027982
CC-0347,3027986
CC-0347,3028004
CC-0347,3028044
CC-0347,3023252.0
CC-0348,3030019
CC-0349,3028754
CC-0349,3028754.0
CC-0350,3031227
CC-0351,3028709
CC-0351,3028709.0
CC-0352,3026769
CC-0352,3026769.0
CC-0353,3026830
CC-0353,3026830.0
CC-0354,3029691
CC-0355,3028288
CC-0355,3028288.0
CC-0356,3030055
CC-0356,3030055.0
CC-0357,3025678
CC-0357,3029776
CC-0357,3025678.0
CC-0358,3025016
CC-0358,3026264
CC-0358,3028648
CC-0358,3025016.0
CC-0359,3030906
CC-0359,3030906.0
CC-0360,3028621
CC-0360,3028621.0
CC-0361,3026148
CC-0361,3027156
CC-0361,3027320
CC-0361,3030241
CC-0361,3026148.0
CC-0362,3030957
CC-0363,3024586
CC-0363,3030970
CC-0363,3031040
CC-0363,3024586.0
CC-0364,3027248
CC-0364,3027561
CC-0364,3027604
CC-0364,3027248.0
CC-0365,3024748
CC-0365,3028713
CC-0365,3029951
CC-0365,3030951
CC-0365,3031006
CC-0365,3032109
CC-0365,3024748.0
CC-0366,3029652
CC-0366,3030551
CC-0366,3029652.0
CC-0367,3030642
CC-0367,3030642.0
CC-0368,3032233
CC-0369,3028556
CC-0369,3028556.0
CC-0370,3030014
CC-0370,3030042
CC-0370,3030311
CC-0370,3030361
CC-0370,3030371
CC-0370,3030384
CC-0370,3030528
CC-0370,3030537
CC-0370,3030620
CC-0370,3030625
CC-0370,3030014.0
CC-0371,3031588
CC-0371,3031588.0
CC-0372,3029752
CC-0372,3029777
CC-0372,3029807
CC-0372,3032111
CC-0372,3032124
CC-0372,3029752.0
CC-0373,3028924
CC-0373,3028924.0
CC-0374,3032623
CC-0375,3029497
CC-0375,3029542
CC-0375,3029497.0
CC-0376,3031228
CC-0376,3031274
CC-0376,3031228.0
CC-0377,3030265
CC-0377,3030298
CC-0377,3031502
CC-0377,3031510
CC-0377,3031512
CC-0377,3031513
CC-0377,3031550
CC-0377,3030265.0
CC-0378,3023976
CC-0378,3029484
CC-0378,3023976.0
CC-0379,3031475
CC-0379,3032438
CC-0379,3031475.0
CC-0380,3033315
CC-0380,3033335
CC-0380,3033343
CC-0380,3033315.0
CC-0381,3030425
CC-0381,3030563
CC-0381,3030425.0
CC-0382,3034258
CC-0383,3033032
CC-0384,3033245
CC-0385,3032303
CC-0385,3032303.0
CC-0386,3033337
CC-0387,3026773
CC-0387,3026795
CC-0387,3029220
CC-0387,3030654
CC-0387,3030701
CC-0387,3026773.0
CC-0388,3034811
CC-0389,3033654
CC-0389,3033654.0
CC-0390,3033053
CC-0390,3033053.0
CC-0391,3031566
CC-0391,3031566.0
CC-0392,3033781
CC-0392,3033781.0
CC-0393,3033472
CC-0394,3032480
CC-0394,3032861
CC-0394,3032480.0
CC-0395,3030883
CC-0395,3034747
CC-0395,3030883.0
CC-0396,3033992
CC-0396,3033992.0
CC-0397,3034699
CC-0398,3031559
CC-0398,3031559.0
CC-0399,3035993
CC-0400,3034531
CC-0401,3033483
CC-0401,3033502
CC-0401,3033483.0
CC-0402,3034748
CC-0402,3034874
CC-0402,3034748.0
CC-0403,3030518
CC-0403,3032080
CC-0403,3030518.0
CC-0404,3028484
CC-0404,3032240
CC-0404,3034359
CC-0404,3034443
CC-0404,3028484.0
CC-0405,3035077
CC-0406,3034031
CC-0406,3034031.0
CC-0407,3035236
CC-0408,3036275
CC-0409,3029665
CC-0409,3033268
CC-0409,3029665.0
CC-0410,3035664
CC-0410,3035680
CC-0410,3035664.0
CC-0411,3033461
CC-0411,3033461.0
CC-0412,3033318
CC-0412,3033318.0
CC-0413,3035998
CC-0414,3034746
CC-0414,3034746.0
CC-0415,3033877
CC-0415,3033877.0
CC-0416,3033941
CC-0416,3033941.0
CC-0417,3035384
CC-0417,3035384.0
CC-0418,3035405
CC-0418,3035433
CC-0418,3035436
CC-0418,3035448
CC-0418,3035477
CC-0418,3035490
CC-0418,3035511
CC-0418,3035405.0
CC-0419,3036086
CC-0419,3036233
CC-0419,3036086.0
CC-0420,3034117
CC-0420,3034117.0
CC-0421,3029395
CC-0421,3035020
CC-0421,3029395.0
CC-0422,3033579
CC-0422,3033579.0
CC-0423,3033967
CC-0423,3033967.0
CC-0424,3035381
CC-0424,3035381.0
CC-0425,3037725
CC-0426,3034985
CC-0426,3034985.0
CC-0427,3033867
CC-0427,3035200
CC-0427,3035237
CC-0427,3035278
CC-0427,3033867.0
CC-0428,3037190
CC-0429,3032177
CC-0429,3033094
CC-0429,3034703
CC-0429,3036381
CC-0429,3032177.0
CC-0430,3038418
CC-0431,3036386
CC-0431,3036386.0
CC-0432,3038607
CC-0432,3038607.0
CC-0433,3038367
CC-0434,3037808
CC-0434,3037808.0
CC-0435,3038831
CC-0436,3037649
CC-0436,3037649.0
CC-0437,3027307
CC-0437,3030037
CC-0437,3034285
CC-0437,3035543
CC-0437,3037718
CC-0437,3037780
CC-0437,3037854
CC-0437,3037986
CC-0437,3027307.0
CC-0438,3038967
CC-0439,3039011
CC-0440,3036992
CC-0440,3036992.0
CC-0441,3039492
CC-0442,3036548
CC-0442,3036548.0
CC-0443,3039956
CC-0444,3039540
CC-0445,3039733
CC-0446,3039229
CC-0446,3039229.0
CC-0447,3032749
CC-0447,3036424
CC-0447,3036436
CC-0447,3036445
CC-0447,3036446
CC-0447,3032749.0
CC-0448,3037736
CC-0448,3037736.0
CC-0449,3038060
CC-0449,3038060.0
CC-0450,3034439
CC-0450,3040043
CC-0450,3034439.0
CC-0451,3037862
CC-0451,3038053
CC-0451,3038114
CC-0451,3038615
CC-0451,3037862.0
CC-0452,3017933
CC-0452,3022016
CC-0452,3028766
CC-0452,3028774
CC-0452,3032580
CC-0452,3032612
CC-0452,3032648
CC-0452,3033610
CC-0452,3035981
CC-0452,3036494
CC-0452,3036497
CC-0452,3036504
CC-0452,3017933.0
CC-0453,3033919
CC-0453,3037359
CC-0453,3033919.0
CC-0454,3039150
CC-0454,3039253
CC-0454,3039469
CC-0454,3039781
CC-0454,3039789
CC-0454,3040275
CC-0454,3039150.0
CC-0455,3031357
CC-0455,3031844
CC-0455,3035242
CC-0455,3035259
CC-0455,3035303
CC-0455,3039278
CC-0455,3039442
CC-0455,3039856
CC-0455,3031357.0
CC-0456,3029719
CC-0456,3029736
CC-0456,3029833
CC-0456,3029985
CC-0456,3031847
CC-0456,3036840
CC-0456,3029719.0
CC-0457,3038533
CC-0457,3038533.0
CC-0458,3037114
CC-0458,3037166
CC-0458,3037261
CC-0458,3037114.0
CC-0459,3041234
CC-0459,3041234.0
CC-0460,3024423
CC-0460,3030253
CC-0460,3036633
CC-0460,3024423.0
CC-0461,3039254
CC-0461,3039254.0
CC-0462,3040382
CC-0462,3040382.0
CC-0463,3004308
CC-0463,3004904
CC-0463,3005494
CC-0463,3005930
CC-0463,3006473
CC-0463,3007571
CC-0463,3011953
CC-0463,3012858
CC-0463,3013587
CC-0463,3015525
CC-0463,3018866
CC-0463,3021068
CC-0463,3024874
CC-0463,3024880
CC-0463,3029948
CC-0463,3030058
CC-0463,3032334
CC-0463,3038729
CC-0463,3004308.0
CC-0464,3040280
CC-0464,3040482
CC-0464,3040280.0
CC-0465,3038741
CC-0465,3038741.0
CC-0466,3039290
CC-0466,3039290.0
CC-0467,3012791
CC-0467,3012922
CC-0467,3018737
CC-0467,3024961
CC-0467,3025566
CC-0467,3025610
CC-0467,3031872
CC-0467,3037062
CC-0467,3012791.0
CC-0468,3041220
CC-0469,3042137
CC-0469,3042137.0
